subj,group,dimCB,testOrder,x,phase,y,trialNum,FCrule
19240,differential,GB,expec-ID,4,test,0,9,linear blue
19240,differential,GB,expec-ID,6,test,93,10,linear blue
19240,differential,GB,expec-ID,5,test,87,11,linear blue
19242,differential,BG,expec-ID,11,test,66,1,similarity
19242,differential,BG,expec-ID,3,test,0,2,similarity
19242,differential,BG,expec-ID,4,test,0,3,similarity
19242,differential,BG,expec-ID,7,test,100,4,similarity
19242,differential,BG,expec-ID,2,test,0,5,similarity
19242,differential,BG,expec-ID,10,test,66,6,similarity
19242,differential,BG,expec-ID,6,test,100,7,similarity
19242,differential,BG,expec-ID,8,test,100,8,similarity
19242,differential,BG,expec-ID,1,test,0,9,similarity
19242,differential,BG,expec-ID,5,test,99,10,similarity
19242,differential,BG,expec-ID,9,test,65,11,similarity
19244,differential,GB,expec-ID,8,test,100,1,linear blue
19244,differential,GB,expec-ID,10,test,100,2,linear blue
19244,differential,GB,expec-ID,3,test,0,3,linear blue
19244,differential,GB,expec-ID,7,test,100,4,linear blue
19244,differential,GB,expec-ID,4,test,0,5,linear blue
19244,differential,GB,expec-ID,11,test,100,6,linear blue
19244,differential,GB,expec-ID,6,test,50,7,linear blue
19244,differential,GB,expec-ID,1,test,0,8,linear blue
19244,differential,GB,expec-ID,2,test,0,9,linear blue
19244,differential,GB,expec-ID,9,test,100,10,linear blue
19244,differential,GB,expec-ID,5,test,0,11,linear blue
19245,single,GB,expec-ID,6,test,86,1,similarity
19245,single,GB,expec-ID,1,test,16,2,similarity
19245,single,GB,expec-ID,9,test,26,3,similarity
19245,single,GB,expec-ID,8,test,60,4,similarity
19245,single,GB,expec-ID,11,test,29,5,similarity
19245,single,GB,expec-ID,2,test,36,6,similarity
19245,single,GB,expec-ID,4,test,83,7,similarity
19245,single,GB,expec-ID,7,test,61,8,similarity
19245,single,GB,expec-ID,3,test,36,9,similarity
19245,single,GB,expec-ID,10,test,36,10,similarity
19245,single,GB,expec-ID,5,test,100,11,similarity
19246,single,BG,expec-ID,5,test,73,1,linear blue
19246,single,BG,expec-ID,11,test,27,2,linear blue
19246,single,BG,expec-ID,4,test,81,3,linear blue
19246,single,BG,expec-ID,10,test,30,4,linear blue
19246,single,BG,expec-ID,3,test,78,5,linear blue
19246,single,BG,expec-ID,1,test,91,6,linear blue
19246,single,BG,expec-ID,8,test,38,7,linear blue
19246,single,BG,expec-ID,7,test,40,8,linear blue
19246,single,BG,expec-ID,2,test,71,9,linear blue
19246,single,BG,expec-ID,6,test,38,10,linear blue
19246,single,BG,expec-ID,9,test,24,11,linear blue
19247,single,BG,expec-ID,1,test,67,1,similarity
19247,single,BG,expec-ID,9,test,86,2,similarity
19247,single,BG,expec-ID,2,test,59,3,similarity
19247,single,BG,expec-ID,6,test,89,4,similarity
19247,single,BG,expec-ID,3,test,63,5,similarity
19247,single,BG,expec-ID,5,test,95,6,similarity
19247,single,BG,expec-ID,8,test,80,7,similarity
19247,single,BG,expec-ID,4,test,64,8,similarity
19247,single,BG,expec-ID,7,test,88,9,similarity
19247,single,BG,expec-ID,11,test,77,10,similarity
19247,single,BG,expec-ID,10,test,73,11,similarity
19250,differential,BG,expec-ID,8,test,84,1,similarity
19250,differential,BG,expec-ID,5,test,5,2,similarity
19250,differential,BG,expec-ID,7,test,91,3,similarity
19250,differential,BG,expec-ID,11,test,58,4,similarity
19250,differential,BG,expec-ID,6,test,80,5,similarity
19250,differential,BG,expec-ID,4,test,0,6,similarity
19250,differential,BG,expec-ID,10,test,53,7,similarity
19250,differential,BG,expec-ID,3,test,0,8,similarity
19250,differential,BG,expec-ID,9,test,74,9,similarity
19250,differential,BG,expec-ID,2,test,0,10,similarity
19250,differential,BG,expec-ID,1,test,0,11,similarity
19251,single,BG,expec-ID,1,test,50,1,similarity
19251,single,BG,expec-ID,5,test,84,2,similarity
19251,single,BG,expec-ID,9,test,50,3,similarity
19251,single,BG,expec-ID,10,test,50,4,similarity
19251,single,BG,expec-ID,3,test,50,5,similarity
19251,single,BG,expec-ID,7,test,82,6,similarity
19251,single,BG,expec-ID,6,test,83,7,similarity
19251,single,BG,expec-ID,8,test,50,8,similarity
19251,single,BG,expec-ID,11,test,50,9,similarity
19251,single,BG,expec-ID,2,test,50,10,similarity
19251,single,BG,expec-ID,4,test,50,11,similarity
19252,differential,GB,expec-ID,4,test,8,1,linear blue
19252,differential,GB,expec-ID,7,test,83,2,linear blue
19252,differential,GB,expec-ID,1,test,29,3,linear blue
19252,differential,GB,expec-ID,8,test,75,4,linear blue
19252,differential,GB,expec-ID,11,test,62,5,linear blue
19252,differential,GB,expec-ID,3,test,25,6,linear blue
19252,differential,GB,expec-ID,5,test,44,7,linear blue
19252,differential,GB,expec-ID,2,test,32,8,linear blue
19252,differential,GB,expec-ID,10,test,65,9,linear blue
19252,differential,GB,expec-ID,9,test,74,10,linear blue
19252,differential,GB,expec-ID,6,test,67,11,linear blue
19253,differential,GB,expec-ID,11,test,65,1,linear blue
19253,differential,GB,expec-ID,2,test,24,2,linear blue
19253,differential,GB,expec-ID,10,test,79,3,linear blue
19253,differential,GB,expec-ID,8,test,100,4,linear blue
19253,differential,GB,expec-ID,5,test,0,5,linear blue
19253,differential,GB,expec-ID,4,test,0,6,linear blue
19253,differential,GB,expec-ID,1,test,20,7,linear blue
19253,differential,GB,expec-ID,9,test,91,8,linear blue
19253,differential,GB,expec-ID,6,test,78,9,linear blue
19253,differential,GB,expec-ID,7,test,73,10,linear blue
19253,differential,GB,expec-ID,3,test,0,11,linear blue
19254,single,BG,expec-ID,2,test,28,1,linear blue
19254,single,BG,expec-ID,3,test,70,2,linear blue
19254,single,BG,expec-ID,10,test,70,3,linear blue
19254,single,BG,expec-ID,6,test,74,4,linear blue
19254,single,BG,expec-ID,8,test,28,5,linear blue
19254,single,BG,expec-ID,5,test,26,6,linear blue
19254,single,BG,expec-ID,11,test,30,7,linear blue
19254,single,BG,expec-ID,9,test,68,8,linear blue
19254,single,BG,expec-ID,7,test,25,9,linear blue
19254,single,BG,expec-ID,1,test,73,10,linear blue
19254,single,BG,expec-ID,4,test,76,11,linear blue
19255,differential,BG,expec-ID,4,test,2,1,similarity
19255,differential,BG,expec-ID,11,test,50,2,similarity
19255,differential,BG,expec-ID,7,test,88,3,similarity
19255,differential,BG,expec-ID,3,test,5,4,similarity
19255,differential,BG,expec-ID,2,test,50,5,similarity
19255,differential,BG,expec-ID,9,test,50,6,similarity
19255,differential,BG,expec-ID,5,test,91,7,similarity
19255,differential,BG,expec-ID,10,test,50,8,similarity
19255,differential,BG,expec-ID,1,test,50,9,similarity
19255,differential,BG,expec-ID,8,test,50,10,similarity
19255,differential,BG,expec-ID,6,test,90,11,similarity
19257,single,GB,expec-ID,10,test,87,1,similarity
19257,single,GB,expec-ID,5,test,83,2,similarity
19257,single,GB,expec-ID,9,test,24,3,similarity
19257,single,GB,expec-ID,3,test,84,4,similarity
19257,single,GB,expec-ID,6,test,83,5,similarity
19257,single,GB,expec-ID,7,test,32,6,similarity
19257,single,GB,expec-ID,4,test,82,7,similarity
19257,single,GB,expec-ID,2,test,59,8,similarity
19257,single,GB,expec-ID,8,test,24,9,similarity
19257,single,GB,expec-ID,1,test,57,10,similarity
19257,single,GB,expec-ID,11,test,10,11,similarity
19266,differential,BG,expec-ID,4,test,1,1,similarity
19266,differential,BG,expec-ID,10,test,54,2,similarity
19266,differential,BG,expec-ID,8,test,60,3,similarity
19266,differential,BG,expec-ID,9,test,62,4,similarity
19266,differential,BG,expec-ID,11,test,62,5,similarity
19266,differential,BG,expec-ID,2,test,6,6,similarity
19266,differential,BG,expec-ID,3,test,7,7,similarity
19266,differential,BG,expec-ID,7,test,100,8,similarity
19266,differential,BG,expec-ID,5,test,0,9,similarity
19266,differential,BG,expec-ID,6,test,76,10,similarity
19266,differential,BG,expec-ID,1,test,36,11,similarity
19269,single,GB,expec-ID,9,test,75,1,linear blue
19269,single,GB,expec-ID,8,test,81,2,linear blue
19269,single,GB,expec-ID,2,test,14,3,linear blue
19269,single,GB,expec-ID,1,test,12,4,linear blue
19269,single,GB,expec-ID,4,test,49,5,linear blue
19269,single,GB,expec-ID,3,test,46,6,linear blue
19269,single,GB,expec-ID,10,test,91,7,linear blue
19269,single,GB,expec-ID,5,test,46,8,linear blue
19269,single,GB,expec-ID,6,test,47,9,linear blue
19269,single,GB,expec-ID,11,test,91,10,linear blue
19269,single,GB,expec-ID,7,test,48,11,linear blue
19270,differential,GB,expec-ID,2,test,17,1,linear blue
19270,differential,GB,expec-ID,4,test,11,2,linear blue
19270,differential,GB,expec-ID,9,test,47,3,linear blue
19270,differential,GB,expec-ID,1,test,25,4,linear blue
19270,differential,GB,expec-ID,3,test,17,5,linear blue
19270,differential,GB,expec-ID,8,test,54,6,linear blue
19270,differential,GB,expec-ID,10,test,34,7,linear blue
19270,differential,GB,expec-ID,5,test,84,8,linear blue
19270,differential,GB,expec-ID,11,test,29,9,linear blue
19270,differential,GB,expec-ID,6,test,90,10,linear blue
19270,differential,GB,expec-ID,7,test,94,11,linear blue
19271,single,GB,expec-ID,10,test,81,1,linear blue
19271,single,GB,expec-ID,6,test,74,2,linear blue
19271,single,GB,expec-ID,11,test,67,3,linear blue
19271,single,GB,expec-ID,8,test,66,4,linear blue
19271,single,GB,expec-ID,9,test,68,5,linear blue
19271,single,GB,expec-ID,2,test,84,6,linear blue
19271,single,GB,expec-ID,4,test,87,7,linear blue
19271,single,GB,expec-ID,7,test,77,8,linear blue
19271,single,GB,expec-ID,3,test,59,9,linear blue
19271,single,GB,expec-ID,5,test,48,10,linear blue
19271,single,GB,expec-ID,1,test,91,11,linear blue
19272,single,BG,expec-ID,9,test,100,1,linear green
19272,single,BG,expec-ID,6,test,0,2,linear green
19272,single,BG,expec-ID,11,test,100,3,linear green
19272,single,BG,expec-ID,8,test,0,4,linear green
19272,single,BG,expec-ID,10,test,100,5,linear green
19272,single,BG,expec-ID,7,test,0,6,linear green
19272,single,BG,expec-ID,1,test,100,7,linear green
19272,single,BG,expec-ID,2,test,100,8,linear green
19272,single,BG,expec-ID,4,test,0,9,linear green
19272,single,BG,expec-ID,5,test,0,10,linear green
19272,single,BG,expec-ID,3,test,100,11,linear green
19274,single,GB,expec-ID,5,test,95,1,linear blue
19274,single,GB,expec-ID,7,test,100,2,linear blue
19274,single,GB,expec-ID,6,test,20,3,linear blue
19274,single,GB,expec-ID,1,test,7,4,linear blue
19274,single,GB,expec-ID,8,test,76,5,linear blue
19274,single,GB,expec-ID,10,test,17,6,linear blue
19274,single,GB,expec-ID,9,test,25,7,linear blue
19274,single,GB,expec-ID,2,test,74,8,linear blue
19274,single,GB,expec-ID,4,test,82,9,linear blue
19274,single,GB,expec-ID,11,test,22,10,linear blue
19274,single,GB,expec-ID,3,test,81,11,linear blue
19275,differential,BG,expec-ID,4,test,0,1,linear green
19275,differential,BG,expec-ID,5,test,78,2,linear green
19275,differential,BG,expec-ID,2,test,18,3,linear green
19275,differential,BG,expec-ID,9,test,51,4,linear green
19275,differential,BG,expec-ID,11,test,18,5,linear green
19275,differential,BG,expec-ID,10,test,39,6,linear green
19275,differential,BG,expec-ID,8,test,58,7,linear green
19275,differential,BG,expec-ID,1,test,11,8,linear green
19275,differential,BG,expec-ID,7,test,53,9,linear green
19275,differential,BG,expec-ID,6,test,100,10,linear green
19275,differential,BG,expec-ID,3,test,4,11,linear green
19277,single,BG,expec-ID,8,test,21,1,similarity
19277,single,BG,expec-ID,3,test,71,2,similarity
19277,single,BG,expec-ID,5,test,21,3,similarity
19277,single,BG,expec-ID,1,test,79,4,similarity
19277,single,BG,expec-ID,2,test,62,5,similarity
19277,single,BG,expec-ID,10,test,26,6,similarity
19277,single,BG,expec-ID,6,test,71,7,similarity
19277,single,BG,expec-ID,4,test,64,8,similarity
19277,single,BG,expec-ID,11,test,28,9,similarity
19277,single,BG,expec-ID,7,test,63,10,similarity
19277,single,BG,expec-ID,9,test,31,11,similarity
19279,single,GB,expec-ID,7,test,86,1,similarity
19279,single,GB,expec-ID,10,test,17,2,similarity
19279,single,GB,expec-ID,11,test,88,3,similarity
19279,single,GB,expec-ID,4,test,94,4,similarity
19279,single,GB,expec-ID,9,test,28,5,similarity
19279,single,GB,expec-ID,1,test,78,6,similarity
19279,single,GB,expec-ID,2,test,40,7,similarity
19279,single,GB,expec-ID,8,test,67,8,similarity
19279,single,GB,expec-ID,6,test,81,9,similarity
19279,single,GB,expec-ID,3,test,68,10,similarity
19279,single,GB,expec-ID,5,test,36,11,similarity
19284,differential,BG,expec-ID,11,test,0,1,linear green
19284,differential,BG,expec-ID,1,test,28,2,linear green
19284,differential,BG,expec-ID,9,test,72,3,linear green
19284,differential,BG,expec-ID,3,test,24,4,linear green
19284,differential,BG,expec-ID,8,test,78,5,linear green
19284,differential,BG,expec-ID,6,test,89,6,linear green
19284,differential,BG,expec-ID,4,test,21,7,linear green
19284,differential,BG,expec-ID,2,test,0,8,linear green
19284,differential,BG,expec-ID,5,test,34,9,linear green
19284,differential,BG,expec-ID,10,test,87,10,linear green
19284,differential,BG,expec-ID,7,test,40,11,linear green
19285,differential,BG,expec-ID,4,test,0,1,similarity
19285,differential,BG,expec-ID,9,test,50,2,similarity
19285,differential,BG,expec-ID,11,test,50,3,similarity
19285,differential,BG,expec-ID,10,test,50,4,similarity
19285,differential,BG,expec-ID,2,test,25,5,similarity
19285,differential,BG,expec-ID,6,test,76,6,similarity
19285,differential,BG,expec-ID,8,test,50,7,similarity
19285,differential,BG,expec-ID,5,test,50,8,similarity
19285,differential,BG,expec-ID,1,test,22,9,similarity
19285,differential,BG,expec-ID,7,test,56,10,similarity
19285,differential,BG,expec-ID,3,test,41,11,similarity
19286,differential,BG,expec-ID,10,test,67,1,similarity
19286,differential,BG,expec-ID,7,test,100,2,similarity
19286,differential,BG,expec-ID,9,test,0,3,similarity
19286,differential,BG,expec-ID,11,test,76,4,similarity
19286,differential,BG,expec-ID,6,test,0,5,similarity
19286,differential,BG,expec-ID,8,test,100,6,similarity
19286,differential,BG,expec-ID,5,test,0,7,similarity
19286,differential,BG,expec-ID,3,test,0,8,similarity
19286,differential,BG,expec-ID,2,test,0,9,similarity
19286,differential,BG,expec-ID,1,test,0,10,similarity
19286,differential,BG,expec-ID,4,test,11,11,similarity
19287,differential,BG,expec-ID,3,test,4,1,linear blue
19287,differential,BG,expec-ID,8,test,68,2,linear blue
19287,differential,BG,expec-ID,9,test,55,3,linear blue
19287,differential,BG,expec-ID,10,test,58,4,linear blue
19287,differential,BG,expec-ID,11,test,59,5,linear blue
19287,differential,BG,expec-ID,6,test,82,6,linear blue
19287,differential,BG,expec-ID,2,test,20,7,linear blue
19287,differential,BG,expec-ID,1,test,25,8,linear blue
19287,differential,BG,expec-ID,7,test,91,9,linear blue
19287,differential,BG,expec-ID,5,test,43,10,linear blue
19287,differential,BG,expec-ID,4,test,11,11,linear blue
19289,single,GB,expec-ID,7,test,59,1,similarity
19289,single,GB,expec-ID,11,test,63,2,similarity
19289,single,GB,expec-ID,10,test,66,3,similarity
19289,single,GB,expec-ID,9,test,66,4,similarity
19289,single,GB,expec-ID,2,test,82,5,similarity
19289,single,GB,expec-ID,5,test,79,6,similarity
19289,single,GB,expec-ID,8,test,44,7,similarity
19289,single,GB,expec-ID,3,test,60,8,similarity
19289,single,GB,expec-ID,1,test,61,9,similarity
19289,single,GB,expec-ID,6,test,74,10,similarity
19289,single,GB,expec-ID,4,test,81,11,similarity
19291,differential,GB,expec-ID,11,test,29,1,similarity
19291,differential,GB,expec-ID,4,test,6,2,similarity
19291,differential,GB,expec-ID,8,test,50,3,similarity
19291,differential,GB,expec-ID,5,test,26,4,similarity
19291,differential,GB,expec-ID,6,test,78,5,similarity
19291,differential,GB,expec-ID,2,test,50,6,similarity
19291,differential,GB,expec-ID,10,test,50,7,similarity
19291,differential,GB,expec-ID,7,test,66,8,similarity
19291,differential,GB,expec-ID,3,test,37,9,similarity
19291,differential,GB,expec-ID,1,test,50,10,similarity
19291,differential,GB,expec-ID,9,test,50,11,similarity
19292,differential,GB,expec-ID,1,test,12,1,linear blue
19292,differential,GB,expec-ID,3,test,0,2,linear blue
19292,differential,GB,expec-ID,6,test,49,3,linear blue
19292,differential,GB,expec-ID,8,test,61,4,linear blue
19292,differential,GB,expec-ID,5,test,61,5,linear blue
19292,differential,GB,expec-ID,2,test,0,6,linear blue
19292,differential,GB,expec-ID,9,test,100,7,linear blue
19292,differential,GB,expec-ID,7,test,72,8,linear blue
19292,differential,GB,expec-ID,11,test,100,9,linear blue
19292,differential,GB,expec-ID,10,test,100,10,linear blue
19292,differential,GB,expec-ID,4,test,7,11,linear blue
19293,single,BG,expec-ID,9,test,30,1,similarity
19293,single,BG,expec-ID,10,test,32,2,similarity
19293,single,BG,expec-ID,6,test,82,3,similarity
19293,single,BG,expec-ID,8,test,41,4,similarity
19293,single,BG,expec-ID,4,test,50,5,similarity
19293,single,BG,expec-ID,1,test,35,6,similarity
19293,single,BG,expec-ID,11,test,33,7,similarity
19293,single,BG,expec-ID,3,test,50,8,similarity
19293,single,BG,expec-ID,7,test,76,9,similarity
19293,single,BG,expec-ID,2,test,43,10,similarity
19293,single,BG,expec-ID,5,test,74,11,similarity
19297,differential,GB,expec-ID,11,test,80,1,linear green
19297,differential,GB,expec-ID,10,test,80,2,linear green
19297,differential,GB,expec-ID,5,test,0,3,linear green
19297,differential,GB,expec-ID,4,test,0,4,linear green
19297,differential,GB,expec-ID,3,test,0,5,linear green
19297,differential,GB,expec-ID,2,test,0,6,linear green
19297,differential,GB,expec-ID,1,test,50,7,linear green
19297,differential,GB,expec-ID,9,test,80,8,linear green
19297,differential,GB,expec-ID,8,test,80,9,linear green
19297,differential,GB,expec-ID,6,test,0,10,linear green
19297,differential,GB,expec-ID,7,test,79,11,linear green
19301,differential,GB,expec-ID,11,test,85,1,linear blue
19301,differential,GB,expec-ID,7,test,60,2,linear blue
19301,differential,GB,expec-ID,3,test,6,3,linear blue
19301,differential,GB,expec-ID,2,test,12,4,linear blue
19301,differential,GB,expec-ID,5,test,53,5,linear blue
19301,differential,GB,expec-ID,9,test,90,6,linear blue
19301,differential,GB,expec-ID,10,test,93,7,linear blue
19301,differential,GB,expec-ID,6,test,42,8,linear blue
19301,differential,GB,expec-ID,4,test,18,9,linear blue
19301,differential,GB,expec-ID,8,test,89,10,linear blue
19301,differential,GB,expec-ID,1,test,12,11,linear blue
19302,differential,GB,expec-ID,6,test,82,1,linear blue
19302,differential,GB,expec-ID,8,test,100,2,linear blue
19302,differential,GB,expec-ID,1,test,0,3,linear blue
19302,differential,GB,expec-ID,11,test,93,4,linear blue
19302,differential,GB,expec-ID,4,test,0,5,linear blue
19302,differential,GB,expec-ID,5,test,12,6,linear blue
19302,differential,GB,expec-ID,10,test,93,7,linear blue
19302,differential,GB,expec-ID,2,test,0,8,linear blue
19302,differential,GB,expec-ID,3,test,5,9,linear blue
19302,differential,GB,expec-ID,9,test,91,10,linear blue
19302,differential,GB,expec-ID,7,test,77,11,linear blue
19309,single,GB,expec-ID,5,test,95,1,similarity
19309,single,GB,expec-ID,1,test,22,2,similarity
19309,single,GB,expec-ID,10,test,75,3,similarity
19309,single,GB,expec-ID,4,test,95,4,similarity
19309,single,GB,expec-ID,2,test,16,5,similarity
19309,single,GB,expec-ID,8,test,64,6,similarity
19309,single,GB,expec-ID,7,test,64,7,similarity
19309,single,GB,expec-ID,11,test,70,8,similarity
19309,single,GB,expec-ID,3,test,68,9,similarity
19309,single,GB,expec-ID,6,test,86,10,similarity
19309,single,GB,expec-ID,9,test,66,11,similarity
19312,differential,GB,expec-ID,7,test,87,1,linear blue
19312,differential,GB,expec-ID,1,test,7,2,linear blue
19312,differential,GB,expec-ID,5,test,10,3,linear blue
19312,differential,GB,expec-ID,6,test,92,4,linear blue
19312,differential,GB,expec-ID,3,test,4,5,linear blue
19312,differential,GB,expec-ID,8,test,91,6,linear blue
19312,differential,GB,expec-ID,9,test,95,7,linear blue
19312,differential,GB,expec-ID,4,test,3,8,linear blue
19312,differential,GB,expec-ID,11,test,98,9,linear blue
19312,differential,GB,expec-ID,10,test,97,10,linear blue
19312,differential,GB,expec-ID,2,test,2,11,linear blue
19314,single,BG,expec-ID,9,test,13,1,similarity
19314,single,BG,expec-ID,7,test,73,2,similarity
19314,single,BG,expec-ID,6,test,88,3,similarity
19314,single,BG,expec-ID,8,test,29,4,similarity
19314,single,BG,expec-ID,3,test,45,5,similarity
19314,single,BG,expec-ID,11,test,19,6,similarity
19314,single,BG,expec-ID,2,test,33,7,similarity
19314,single,BG,expec-ID,1,test,30,8,similarity
19314,single,BG,expec-ID,5,test,38,9,similarity
19314,single,BG,expec-ID,10,test,24,10,similarity
19314,single,BG,expec-ID,4,test,57,11,similarity
19317,single,BG,expec-ID,1,test,0,1,similarity
19317,single,BG,expec-ID,4,test,39,2,similarity
19317,single,BG,expec-ID,7,test,81,3,similarity
19317,single,BG,expec-ID,9,test,0,4,similarity
19317,single,BG,expec-ID,3,test,22,5,similarity
19317,single,BG,expec-ID,2,test,28,6,similarity
19317,single,BG,expec-ID,8,test,80,7,similarity
19317,single,BG,expec-ID,5,test,97,8,similarity
19317,single,BG,expec-ID,6,test,24,9,similarity
19317,single,BG,expec-ID,10,test,0,10,similarity
19317,single,BG,expec-ID,11,test,0,11,similarity
19320,differential,BG,expec-ID,4,test,0,1,linear green
19320,differential,BG,expec-ID,2,test,50,2,linear green
19320,differential,BG,expec-ID,7,test,100,3,linear green
19320,differential,BG,expec-ID,9,test,50,4,linear green
19320,differential,BG,expec-ID,10,test,50,5,linear green
19320,differential,BG,expec-ID,5,test,20,6,linear green
19320,differential,BG,expec-ID,6,test,99,7,linear green
19320,differential,BG,expec-ID,8,test,50,8,linear green
19320,differential,BG,expec-ID,3,test,50,9,linear green
19320,differential,BG,expec-ID,1,test,50,10,linear green
19320,differential,BG,expec-ID,11,test,50,11,linear green
19322,differential,GB,expec-ID,10,test,63,1,similarity
19322,differential,GB,expec-ID,1,test,0,2,similarity
19322,differential,GB,expec-ID,8,test,78,3,similarity
19322,differential,GB,expec-ID,5,test,99,4,similarity
19322,differential,GB,expec-ID,2,test,30,5,similarity
19322,differential,GB,expec-ID,3,test,35,6,similarity
19322,differential,GB,expec-ID,4,test,61,7,similarity
19322,differential,GB,expec-ID,6,test,82,8,similarity
19322,differential,GB,expec-ID,11,test,29,9,similarity
19322,differential,GB,expec-ID,7,test,91,10,similarity
19322,differential,GB,expec-ID,9,test,34,11,similarity
19323,single,BG,expec-ID,1,test,16,1,similarity
19323,single,BG,expec-ID,9,test,71,2,similarity
19323,single,BG,expec-ID,6,test,24,3,similarity
19323,single,BG,expec-ID,10,test,67,4,similarity
19323,single,BG,expec-ID,5,test,30,5,similarity
19323,single,BG,expec-ID,8,test,64,6,similarity
19323,single,BG,expec-ID,2,test,25,7,similarity
19323,single,BG,expec-ID,11,test,78,8,similarity
19323,single,BG,expec-ID,7,test,27,9,similarity
19323,single,BG,expec-ID,3,test,26,10,similarity
19323,single,BG,expec-ID,4,test,63,11,similarity
19326,differential,GB,expec-ID,11,test,100,1,similarity
19326,differential,GB,expec-ID,9,test,100,2,similarity
19326,differential,GB,expec-ID,3,test,0,3,similarity
19326,differential,GB,expec-ID,7,test,60,4,similarity
19326,differential,GB,expec-ID,5,test,0,5,similarity
19326,differential,GB,expec-ID,2,test,0,6,similarity
19326,differential,GB,expec-ID,6,test,51,7,similarity
19326,differential,GB,expec-ID,10,test,100,8,similarity
19326,differential,GB,expec-ID,8,test,84,9,similarity
19326,differential,GB,expec-ID,4,test,0,10,similarity
19326,differential,GB,expec-ID,1,test,0,11,similarity
19332,single,BG,expec-ID,9,test,33,1,similarity
19332,single,BG,expec-ID,6,test,78,2,similarity
19332,single,BG,expec-ID,5,test,70,3,similarity
19332,single,BG,expec-ID,2,test,35,4,similarity
19332,single,BG,expec-ID,8,test,79,5,similarity
19332,single,BG,expec-ID,4,test,48,6,similarity
19332,single,BG,expec-ID,7,test,74,7,similarity
19332,single,BG,expec-ID,1,test,45,8,similarity
19332,single,BG,expec-ID,10,test,38,9,similarity
19332,single,BG,expec-ID,3,test,49,10,similarity
19332,single,BG,expec-ID,11,test,36,11,similarity
19333,single,GB,expec-ID,6,test,86,1,similarity
19333,single,GB,expec-ID,7,test,86,2,similarity
19333,single,GB,expec-ID,11,test,50,3,similarity
19333,single,GB,expec-ID,9,test,50,4,similarity
19333,single,GB,expec-ID,2,test,86,5,similarity
19333,single,GB,expec-ID,5,test,33,6,similarity
19333,single,GB,expec-ID,3,test,32,7,similarity
19333,single,GB,expec-ID,1,test,56,8,similarity
19333,single,GB,expec-ID,4,test,50,9,similarity
19333,single,GB,expec-ID,10,test,29,10,similarity
19333,single,GB,expec-ID,8,test,22,11,similarity
19336,single,GB,expec-ID,3,test,98,1,similarity
19336,single,GB,expec-ID,4,test,79,2,similarity
19336,single,GB,expec-ID,9,test,78,3,similarity
19336,single,GB,expec-ID,6,test,25,4,similarity
19336,single,GB,expec-ID,2,test,76,5,similarity
19336,single,GB,expec-ID,5,test,73,6,similarity
19336,single,GB,expec-ID,1,test,80,7,similarity
19336,single,GB,expec-ID,11,test,81,8,similarity
19336,single,GB,expec-ID,10,test,73,9,similarity
19336,single,GB,expec-ID,7,test,36,10,similarity
19336,single,GB,expec-ID,8,test,74,11,similarity
19337,single,GB,expec-ID,1,test,50,1,similarity
19337,single,GB,expec-ID,3,test,50,2,similarity
19337,single,GB,expec-ID,8,test,50,3,similarity
19337,single,GB,expec-ID,6,test,83,4,similarity
19337,single,GB,expec-ID,5,test,84,5,similarity
19337,single,GB,expec-ID,9,test,50,6,similarity
19337,single,GB,expec-ID,2,test,50,7,similarity
19337,single,GB,expec-ID,11,test,50,8,similarity
19337,single,GB,expec-ID,7,test,86,9,similarity
19337,single,GB,expec-ID,10,test,50,10,similarity
19337,single,GB,expec-ID,4,test,74,11,similarity
19338,single,GB,expec-ID,1,test,65,1,similarity
19338,single,GB,expec-ID,9,test,34,2,similarity
19338,single,GB,expec-ID,5,test,75,3,similarity
19338,single,GB,expec-ID,2,test,40,4,similarity
19338,single,GB,expec-ID,3,test,21,5,similarity
19338,single,GB,expec-ID,10,test,61,6,similarity
19338,single,GB,expec-ID,8,test,89,7,similarity
19338,single,GB,expec-ID,6,test,77,8,similarity
19338,single,GB,expec-ID,7,test,31,9,similarity
19338,single,GB,expec-ID,11,test,91,10,similarity
19338,single,GB,expec-ID,4,test,11,11,similarity
19344,differential,GB,expec-ID,7,test,88,1,linear blue
19344,differential,GB,expec-ID,11,test,99,2,linear blue
19344,differential,GB,expec-ID,8,test,87,3,linear blue
19344,differential,GB,expec-ID,3,test,9,4,linear blue
19344,differential,GB,expec-ID,2,test,16,5,linear blue
19344,differential,GB,expec-ID,9,test,89,6,linear blue
19344,differential,GB,expec-ID,5,test,55,7,linear blue
19344,differential,GB,expec-ID,6,test,63,8,linear blue
19344,differential,GB,expec-ID,4,test,39,9,linear blue
19344,differential,GB,expec-ID,1,test,20,10,linear blue
19344,differential,GB,expec-ID,10,test,98,11,linear blue
19349,differential,GB,expec-ID,8,test,47,1,linear blue
19349,differential,GB,expec-ID,4,test,0,2,linear blue
19349,differential,GB,expec-ID,6,test,100,3,linear blue
19349,differential,GB,expec-ID,2,test,3,4,linear blue
19349,differential,GB,expec-ID,1,test,3,5,linear blue
19349,differential,GB,expec-ID,11,test,89,6,linear blue
19349,differential,GB,expec-ID,9,test,92,7,linear blue
19349,differential,GB,expec-ID,3,test,5,8,linear blue
19349,differential,GB,expec-ID,5,test,99,9,linear blue
19349,differential,GB,expec-ID,7,test,100,10,linear blue
19349,differential,GB,expec-ID,10,test,86,11,linear blue
